instance;sol#
uf75-0100;441390834
uf75-010;613704371
uf75-011;758560171
uf75-012;68999953
uf75-013;228142042
uf75-014;475113431
uf75-015;785804089
uf75-016;38697474
uf75-017;351008143
uf75-018;143940840
uf75-019;34999922
uf75-01;158485751
uf75-020;564269252
uf75-021;206660373
uf75-022;1191467702
uf75-023;244896067
uf75-024;161708778
uf75-025;1031554291
uf75-026;384487553
uf75-027;1227195438
uf75-028;2811985145
uf75-029;248854836
uf75-02;671180099
uf75-030;130298401
uf75-031;506062076
uf75-032;98487217
uf75-033;1740921085
uf75-034;1017698416
uf75-035;225463939
uf75-036;194305047
uf75-037;300727825
uf75-038;1907392
uf75-039;32910398
uf75-03;36734333
uf75-040;147916573
uf75-041;19700140
uf75-042;116254756
uf75-043;86653969
uf75-044;41626573
uf75-045;74709785
uf75-046;132040874
uf75-047;409441121
uf75-048;93408589
uf75-049;776575879
uf75-04;149116178
uf75-050;109512360
uf75-051;148721505
uf75-052;198131956
uf75-053;53581853
uf75-054;297744704
uf75-055;179810721
uf75-056;173176512
uf75-057;253814949
uf75-058;1494018272
uf75-059;495661209
uf75-05;587578156
uf75-060;47740776
uf75-061;30363878
uf75-062;21632687
uf75-063;437119213
uf75-064;447998920
uf75-065;79927387
uf75-066;933826601
uf75-067;359765290
uf75-068;747326215
uf75-069;56554662
uf75-06;534719300
uf75-070;780144632
uf75-071;435898374
uf75-072;1332929220
uf75-073;416552987
uf75-074;25640058
uf75-075;92062030
uf75-076;312563358
uf75-077;534126744
uf75-078;117734375
uf75-079;100667899
uf75-07;42399925
uf75-080;390089962
uf75-081;13418120
uf75-082;210950196
uf75-083;85079501
uf75-084;24032140
uf75-085;604290822
uf75-086;86847317
uf75-087;2170041815
uf75-088;1026292674
uf75-089;1743447716
uf75-08;546658406
uf75-090;339477545
uf75-091;423927797
uf75-092;53048016
uf75-093;1240877442
uf75-094;561403233
uf75-095;29367567
uf75-096;563749144
uf75-097;1284518571
uf75-098;1058599597
uf75-099;161724931
uf75-09;1279195760
