instance;sol#
uf20-01000;160
uf20-0100;569
uf20-0101;472
uf20-0102;509
uf20-0103;186
uf20-0104;381
uf20-0105;458
uf20-0106;269
uf20-0107;249
uf20-0108;371
uf20-0109;199
uf20-010;766
uf20-0110;1045
uf20-0111;468
uf20-0112;820
uf20-0113;221
uf20-0114;267
uf20-0115;652
uf20-0116;313
uf20-0117;616
uf20-0118;855
uf20-0119;295
uf20-011;665
uf20-0120;345
uf20-0121;271
uf20-0122;393
uf20-0123;186
uf20-0124;1305
uf20-0125;674
uf20-0126;420
uf20-0127;555
uf20-0128;424
uf20-0129;434
uf20-012;990
uf20-0130;181
uf20-0131;1176
uf20-0132;414
uf20-0133;302
uf20-0134;1110
uf20-0135;211
uf20-0136;345
uf20-0137;1037
uf20-0138;130
uf20-0139;1323
uf20-013;164
uf20-0140;178
uf20-0141;980
uf20-0142;524
uf20-0143;996
uf20-0144;604
uf20-0145;587
uf20-0146;281
uf20-0147;359
uf20-0148;263
uf20-0149;698
uf20-014;709
uf20-0150;562
uf20-0151;400
uf20-0152;463
uf20-0153;1431
uf20-0154;237
uf20-0155;536
uf20-0156;676
uf20-0157;885
uf20-0158;1772
uf20-0159;879
uf20-015;820
uf20-0160;393
uf20-0161;308
uf20-0162;1052
uf20-0163;835
uf20-0164;811
uf20-0165;506
uf20-0166;311
uf20-0167;454
uf20-0168;229
uf20-0169;465
uf20-016;705
uf20-0170;690
uf20-0171;552
uf20-0172;338
uf20-0173;209
uf20-0174;245
uf20-0175;220
uf20-0176;298
uf20-0177;376
uf20-0178;315
uf20-0179;611
uf20-017;558
uf20-0180;148
uf20-0181;468
uf20-0182;502
uf20-0183;215
uf20-0184;240
uf20-0185;181
uf20-0186;687
uf20-0187;870
uf20-0188;670
uf20-0189;388
uf20-018;256
uf20-0190;983
uf20-0191;507
uf20-0192;811
uf20-0193;418
uf20-0194;293
uf20-0195;1189
uf20-0196;959
uf20-0197;787
uf20-0198;269
uf20-0199;638
uf20-019;176
uf20-01;635
uf20-0200;216
uf20-0201;439
uf20-0202;597
uf20-0203;785
uf20-0204;401
uf20-0205;483
uf20-0206;352
uf20-0207;427
uf20-0208;667
uf20-0209;413
uf20-020;531
uf20-0210;1060
uf20-0211;559
uf20-0212;200
uf20-0213;291
uf20-0214;386
uf20-0215;1104
uf20-0216;613
uf20-0217;257
uf20-0218;694
uf20-0219;280
uf20-021;257
uf20-0220;604
uf20-0221;255
uf20-0222;403
uf20-0223;293
uf20-0224;258
uf20-0225;369
uf20-0226;810
uf20-0227;692
uf20-0228;254
uf20-0229;395
uf20-022;352
uf20-0230;354
uf20-0231;158
uf20-0232;301
uf20-0233;449
uf20-0234;958
uf20-0235;683
uf20-0236;114
uf20-0237;301
uf20-0238;1527
uf20-0239;456
uf20-023;309
uf20-0240;768
uf20-0241;605
uf20-0242;455
uf20-0243;355
uf20-0244;283
uf20-0245;249
uf20-0246;654
uf20-0247;139
uf20-0248;587
uf20-0249;300
uf20-024;338
uf20-0250;680
uf20-0251;288
uf20-0252;213
uf20-0253;305
uf20-0254;320
uf20-0255;304
uf20-0256;864
uf20-0257;463
uf20-0258;771
uf20-0259;440
uf20-025;612
uf20-0260;413
uf20-0261;332
uf20-0262;208
uf20-0263;363
uf20-0264;310
uf20-0265;1307
uf20-0266;396
uf20-0267;447
uf20-0268;377
uf20-0269;1276
uf20-026;547
uf20-0270;439
uf20-0271;840
uf20-0272;493
uf20-0273;583
uf20-0274;274
uf20-0275;1622
uf20-0276;408
uf20-0277;525
uf20-0278;661
uf20-0279;265
uf20-027;717
uf20-0280;554
uf20-0281;912
uf20-0282;363
uf20-0283;707
uf20-0284;255
uf20-0285;436
uf20-0286;375
uf20-0287;300
uf20-0288;319
uf20-0289;445
uf20-028;427
uf20-0290;326
uf20-0291;220
uf20-0292;627
uf20-0293;543
uf20-0294;184
uf20-0295;312
uf20-0296;881
uf20-0297;395
uf20-0298;448
uf20-0299;474
uf20-029;284
uf20-02;526
uf20-0300;697
uf20-0301;397
uf20-0302;436
uf20-0303;192
uf20-0304;320
uf20-0305;864
uf20-0306;537
uf20-0307;315
uf20-0308;596
uf20-0309;893
uf20-030;583
uf20-0310;200
uf20-0311;550
uf20-0312;192
uf20-0313;299
uf20-0314;512
uf20-0315;349
uf20-0316;444
uf20-0317;431
uf20-0318;265
uf20-0319;439
uf20-031;502
uf20-0320;222
uf20-0321;402
uf20-0322;232
uf20-0323;347
uf20-0324;297
uf20-0325;280
uf20-0326;249
uf20-0327;1069
uf20-0328;199
uf20-0329;231
uf20-032;498
uf20-0330;298
uf20-0331;673
uf20-0332;256
uf20-0333;467
uf20-0334;520
uf20-0335;522
uf20-0336;392
uf20-0337;465
uf20-0338;287
uf20-0339;437
uf20-033;44
uf20-0340;837
uf20-0341;43549
uf20-0342;329
uf20-0343;375
uf20-0344;149
uf20-0345;442
uf20-0346;536
uf20-0347;410
uf20-0348;281
uf20-0349;447
uf20-034;1108
uf20-0350;417
uf20-0351;438
uf20-0352;453
uf20-0353;342
uf20-0354;256
uf20-0355;758
uf20-0356;233
uf20-0357;323
uf20-0358;655
uf20-0359;518
uf20-035;183
uf20-0360;727
uf20-0361;405
uf20-0362;473
uf20-0363;318
uf20-0364;95
uf20-0365;556
uf20-0366;298
uf20-0367;636
uf20-0368;484
uf20-0369;272
uf20-036;491
uf20-0370;1013
uf20-0371;180
uf20-0372;1101
uf20-0373;925
uf20-0374;126
uf20-0375;1355
uf20-0376;300
uf20-0377;480
uf20-0378;370
uf20-0379;463
uf20-037;474
uf20-0380;953
uf20-0381;634
uf20-0382;437
uf20-0383;553
uf20-0384;489
uf20-0385;1167
uf20-0386;335
uf20-0387;653
uf20-0388;435
uf20-0389;446
uf20-038;663
uf20-0390;337
uf20-0391;1018
uf20-0392;690
uf20-0393;617
uf20-0394;261
uf20-0395;969
uf20-0396;453
uf20-0397;364
uf20-0398;261
uf20-0399;468
uf20-039;670
uf20-03;409
uf20-0400;215
uf20-0401;1211
uf20-0402;289
uf20-0403;438
uf20-0404;508
uf20-0405;475
uf20-0406;506
uf20-0407;984
uf20-0408;532
uf20-0409;259
uf20-040;313
uf20-0410;436
uf20-0411;326
uf20-0412;714
uf20-0413;350
uf20-0414;415
uf20-0415;262
uf20-0416;747
uf20-0417;1210
uf20-0418;869
uf20-0419;350
uf20-041;471
uf20-0420;244
uf20-0421;686
uf20-0422;148
uf20-0423;339
uf20-0424;163
uf20-0425;889
uf20-0426;452
uf20-0427;1121
uf20-0428;440
uf20-0429;541
uf20-042;389
uf20-0430;558
uf20-0431;978
uf20-0432;288
uf20-0433;355
uf20-0434;649
uf20-0435;406
uf20-0436;510
uf20-0437;317
uf20-0438;477
uf20-0439;378
uf20-043;570
uf20-0440;473
uf20-0441;1385
uf20-0442;227
uf20-0443;361
uf20-0444;232
uf20-0445;1302
uf20-0446;574
uf20-0447;312
uf20-0448;375
uf20-0449;259
uf20-044;673
uf20-0450;636
uf20-0451;845
uf20-0452;490
uf20-0453;369
uf20-0454;484
uf20-0455;420
uf20-0456;372
uf20-0457;372
uf20-0458;269
uf20-0459;330
uf20-045;461
uf20-0460;216
uf20-0461;152
uf20-0462;187
uf20-0463;823
uf20-0464;302
uf20-0465;344
uf20-0466;456
uf20-0467;433
uf20-0468;435
uf20-0469;140
uf20-046;730
uf20-0470;1259
uf20-0471;611
uf20-0472;663
uf20-0473;458
uf20-0474;316
uf20-0475;310
uf20-0476;430
uf20-0477;91
uf20-0478;359
uf20-0479;419
uf20-047;345
uf20-0480;623
uf20-0481;417
uf20-0482;450
uf20-0483;934
uf20-0484;296
uf20-0485;779
uf20-0486;280
uf20-0487;422
uf20-0488;577
uf20-0489;355
uf20-048;375
uf20-0490;301
uf20-0491;333
uf20-0492;367
uf20-0493;252
uf20-0494;600
uf20-0495;506
uf20-0496;307
uf20-0497;573
uf20-0498;254
uf20-0499;465
uf20-049;232
uf20-04;276
uf20-0500;335
uf20-0501;283
uf20-0502;556
uf20-0503;574
uf20-0504;650
uf20-0505;194
uf20-0506;736
uf20-0507;589
uf20-0508;487
uf20-0509;928
uf20-050;225
uf20-0510;394
uf20-0511;401
uf20-0512;332
uf20-0513;402
uf20-0514;212
uf20-0515;586
uf20-0516;481
uf20-0517;437
uf20-0518;124
uf20-0519;166
uf20-051;464
uf20-0520;863
uf20-0521;461
uf20-0522;408
uf20-0523;318
uf20-0524;189
uf20-0525;598
uf20-0526;275
uf20-0527;752
uf20-0528;252
uf20-0529;311
uf20-052;313
uf20-0530;975
uf20-0531;470
uf20-0532;668
uf20-0533;504
uf20-0534;438
uf20-0535;443
uf20-0536;519
uf20-0537;616
uf20-0538;223
uf20-0539;483
uf20-053;291
uf20-0540;340
uf20-0541;411
uf20-0542;146
uf20-0543;891
uf20-0544;1191
uf20-0545;198
uf20-0546;866
uf20-0547;299
uf20-0548;384
uf20-0549;558
uf20-054;639
uf20-0550;543
uf20-0551;290
uf20-0552;909
uf20-0553;334
uf20-0554;1110
uf20-0555;1031
uf20-0556;471
uf20-0557;357
uf20-0558;480
uf20-0559;503
uf20-055;286
uf20-0560;343
uf20-0561;734
uf20-0562;321
uf20-0563;646
uf20-0564;942
uf20-0565;719
uf20-0566;413
uf20-0567;960
uf20-0568;259
uf20-0569;167
uf20-056;361
uf20-0570;494
uf20-0571;354
uf20-0572;500
uf20-0573;348
uf20-0574;300
uf20-0575;650
uf20-0576;199
uf20-0577;291
uf20-0578;281
uf20-0579;359
uf20-057;373
uf20-0580;403
uf20-0581;330
uf20-0582;694
uf20-0583;244
uf20-0584;308
uf20-0585;561
uf20-0586;590
uf20-0587;359
uf20-0588;718
uf20-0589;873
uf20-058;726
uf20-0590;789
uf20-0591;250
uf20-0592;239
uf20-0593;329
uf20-0594;573
uf20-0595;636
uf20-0596;409
uf20-0597;374
uf20-0598;371
uf20-0599;657
uf20-059;144
uf20-05;260
uf20-0600;265
uf20-0601;319
uf20-0602;398
uf20-0603;369
uf20-0604;1375
uf20-0605;909
uf20-0606;303
uf20-0607;813
uf20-0608;650
uf20-0609;300
uf20-060;354
uf20-0610;463
uf20-0611;312
uf20-0612;469
uf20-0613;427
uf20-0614;132
uf20-0615;200
uf20-0616;213
uf20-0617;383
uf20-0618;316
uf20-0619;745
uf20-061;668
uf20-0620;1500
uf20-0621;308
uf20-0622;368
uf20-0623;586
uf20-0624;263
uf20-0625;166
uf20-0626;453
uf20-0627;433
uf20-0628;388
uf20-0629;287
uf20-062;576
uf20-0630;266
uf20-0631;422
uf20-0632;242
uf20-0633;631
uf20-0634;1377
uf20-0635;635
uf20-0636;575
uf20-0637;1015
uf20-0638;372
uf20-0639;456
uf20-063;592
uf20-0640;498
uf20-0641;648
uf20-0642;688
uf20-0643;544
uf20-0644;496
uf20-0645;379
uf20-0646;489
uf20-0647;443
uf20-0648;641
uf20-0649;791
uf20-064;219
uf20-0650;635
uf20-0651;401
uf20-0652;358
uf20-0653;370
uf20-0654;506
uf20-0655;554
uf20-0656;343
uf20-0657;411
uf20-0658;320
uf20-0659;990
uf20-065;211
uf20-0660;547
uf20-0661;272
uf20-0662;971
uf20-0663;546
uf20-0664;227
uf20-0665;616
uf20-0666;439
uf20-0667;717
uf20-0668;423
uf20-0669;692
uf20-066;307
uf20-0670;306
uf20-0671;497
uf20-0672;408
uf20-0673;668
uf20-0674;350
uf20-0675;288
uf20-0676;1449
uf20-0677;704
uf20-0678;486
uf20-0679;354
uf20-067;1053
uf20-0680;326
uf20-0681;654
uf20-0682;589
uf20-0683;152
uf20-0684;497
uf20-0685;387
uf20-0686;258
uf20-0687;158
uf20-0688;479
uf20-0689;473
uf20-068;497
uf20-0690;727
uf20-0691;187
uf20-0692;388
uf20-0693;478
uf20-0694;634
uf20-0695;284
uf20-0696;181
uf20-0697;630
uf20-0698;430
uf20-0699;360
uf20-069;288
uf20-06;264
uf20-0700;312
uf20-0701;187
uf20-0702;607
uf20-0703;696
uf20-0704;619
uf20-0705;152
uf20-0706;1291
uf20-0707;432
uf20-0708;240
uf20-0709;327
uf20-070;618
uf20-0710;487
uf20-0711;994
uf20-0712;380
uf20-0713;770
uf20-0714;420
uf20-0715;302
uf20-0716;302
uf20-0717;273
uf20-0718;392
uf20-0719;780
uf20-071;321
uf20-0720;691
uf20-0721;425
uf20-0722;473
uf20-0723;513
uf20-0724;878
uf20-0725;515
uf20-0726;235
uf20-0727;700
uf20-0728;355
uf20-0729;242
uf20-072;528
uf20-0730;492
uf20-0731;253
uf20-0732;402
uf20-0733;478
uf20-0734;762
uf20-0735;196
uf20-0736;410
uf20-0737;247
uf20-0738;248
uf20-0739;153
uf20-073;258
uf20-0740;335
uf20-0741;359
uf20-0742;775
uf20-0743;538
uf20-0744;575
uf20-0745;269
uf20-0746;408
uf20-0747;421
uf20-0748;367
uf20-0749;228
uf20-074;443
uf20-0750;573
uf20-0751;586
uf20-0752;439
uf20-0753;821
uf20-0754;385
uf20-0755;724
uf20-0756;353
uf20-0757;576
uf20-0758;696
uf20-0759;261
uf20-075;419
uf20-0760;410
uf20-0761;581
uf20-0762;274
uf20-0763;164
uf20-0764;310
uf20-0765;288
uf20-0766;344
uf20-0767;716
uf20-0768;335
uf20-0769;274
uf20-076;228
uf20-0770;343
uf20-0771;397
uf20-0772;809
uf20-0773;592
uf20-0774;490
uf20-0775;390
uf20-0776;1453
uf20-0777;311
uf20-0778;237
uf20-0779;300
uf20-077;44
uf20-0780;4777
uf20-0781;460
uf20-0782;271
uf20-0783;903
uf20-0784;693
uf20-0785;463
uf20-0786;967
uf20-0787;1079
uf20-0788;903
uf20-0789;178
uf20-078;716
uf20-0790;354
uf20-0791;185
uf20-0792;625
uf20-0793;330
uf20-0794;525
uf20-0795;838
uf20-0796;161
uf20-0797;766
uf20-0798;123
uf20-0799;265
uf20-079;703
uf20-07;494
uf20-0800;254
uf20-0801;485
uf20-0802;1066
uf20-0803;629
uf20-0804;1538
uf20-0805;701
uf20-0806;126
uf20-0807;796
uf20-0808;199
uf20-0809;404
uf20-080;1119
uf20-0810;295
uf20-0811;763
uf20-0812;171
uf20-0813;977
uf20-0814;703
uf20-0815;676
uf20-0816;463
uf20-0817;379
uf20-0818;401
uf20-0819;827
uf20-081;305
uf20-0820;717
uf20-0821;286
uf20-0822;558
uf20-0823;440
uf20-0824;537
uf20-0825;341
uf20-0826;233
uf20-0827;457
uf20-0828;402
uf20-0829;389
uf20-082;366
uf20-0830;191
uf20-0831;259
uf20-0832;317
uf20-0833;418
uf20-0834;384
uf20-0835;1212
uf20-0836;197
uf20-0837;177
uf20-0838;778
uf20-0839;124
uf20-083;308
uf20-0840;274
uf20-0841;308
uf20-0842;479
uf20-0843;625
uf20-0844;838
uf20-0845;233
uf20-0846;551
uf20-0847;300
uf20-0848;180
uf20-0849;248
uf20-084;272
uf20-0850;511
uf20-0851;436
uf20-0852;512
uf20-0853;257
uf20-0854;577
uf20-0855;301
uf20-0856;1650
uf20-0857;166
uf20-0858;315
uf20-0859;373
uf20-085;353
uf20-0860;640
uf20-0861;515
uf20-0862;651
uf20-0863;680
uf20-0864;376
uf20-0865;881
uf20-0866;481
uf20-0867;221
uf20-0868;1674
uf20-0869;415
uf20-086;659
uf20-0870;399
uf20-0871;607
uf20-0872;780
uf20-0873;298
uf20-0874;572
uf20-0875;178
uf20-0876;457
uf20-0877;268
uf20-0878;918
uf20-0879;223
uf20-087;446
uf20-0880;295
uf20-0881;302
uf20-0882;467
uf20-0883;257
uf20-0884;608
uf20-0885;308
uf20-0886;254
uf20-0887;421
uf20-0888;570
uf20-0889;317
uf20-088;365
uf20-0890;3868
uf20-0891;325
uf20-0892;450
uf20-0893;71
uf20-0894;252
uf20-0895;318
uf20-0896;129
uf20-0897;320
uf20-0898;312
uf20-0899;613
uf20-089;327
uf20-08;422
uf20-0900;686
uf20-0901;300
uf20-0902;595
uf20-0903;399
uf20-0904;941
uf20-0905;768
uf20-0906;510
uf20-0907;940
uf20-0908;3007
uf20-0909;12848
uf20-090;838
uf20-0910;557
uf20-0911;1280
uf20-0912;351
uf20-0913;661
uf20-0914;398
uf20-0915;472
uf20-0916;474
uf20-0917;1261
uf20-0918;169
uf20-0919;425
uf20-091;719
uf20-0920;429
uf20-0921;513
uf20-0922;698
uf20-0923;575
uf20-0924;107
uf20-0925;811
uf20-0926;241
uf20-0927;268
uf20-0928;586
uf20-0929;314
uf20-092;762
uf20-0930;669
uf20-0931;238
uf20-0932;1122
uf20-0933;209
uf20-0934;521
uf20-0935;1082
uf20-0936;465
uf20-0937;333
uf20-0938;292
uf20-0939;419
uf20-093;329
uf20-0940;591
uf20-0941;248
uf20-0942;807
uf20-0943;347
uf20-0944;796
uf20-0945;248
uf20-0946;383
uf20-0947;481
uf20-0948;321
uf20-0949;393
uf20-094;258
uf20-0950;256
uf20-0951;875
uf20-0952;652
uf20-0953;1024
uf20-0954;234
uf20-0955;1184
uf20-0956;251
uf20-0957;291
uf20-0958;357
uf20-0959;399
uf20-095;802
uf20-0960;321
uf20-0961;217
uf20-0962;184
uf20-0963;490
uf20-0964;922
uf20-0965;1340
uf20-0966;273
uf20-0967;311
uf20-0968;349
uf20-0969;811
uf20-096;243
uf20-0970;471
uf20-0971;233
uf20-0972;487
uf20-0973;581
uf20-0974;180
uf20-0975;312
uf20-0976;216
uf20-0977;685
uf20-0978;593
uf20-0979;294
uf20-097;332
uf20-0980;221
uf20-0981;550
uf20-0982;134
uf20-0983;520
uf20-0984;128
uf20-0985;327
uf20-0986;811
uf20-0987;321
uf20-0988;592
uf20-0989;196
uf20-098;677
uf20-0990;462
uf20-0991;921
uf20-0992;305
uf20-0993;227
uf20-0994;863
uf20-0995;548
uf20-0996;360
uf20-0997;705
uf20-0998;752
uf20-0999;450
uf20-099;749
uf20-09;568
